"id","accommodates","antiguedad","host_response_rate","host_response_time","neighborhood_overview_flag","bathrooms","beds","price","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","property_type","room_type","minimum_nights","maximum_nights","whatcluster_k"
19689070,2,15570,1,1,0,1,1,97,0,52,1,1,"Centro",1,1,1,1125,"1"
20106678,8,17230,1,2,1,2,6,271,0,1,1,1,"Centro",7,1,2,30,"3"
19709242,6,17353,1,2,1,2,3,200,1,1,1,1,"Este",16,1,2,30,"1"
20151354,1,16811,1,1,1,1,1,37,1,2,1,1,"Centro",2,2,1,60,"5"
20151426,8,17377,1,1,1,3,4,243,1,1,1,1,"Centro",10,1,2,31,"3"
20153208,12,17356,1,1,1,2,6,189,0,2,1,1,"Centro",1,1,2,120,"3"
20167203,4,15928,1,1,1,1,1,76,1,2,1,1,"Centro",1,1,15,180,"1"
20177225,1,16811,1,1,1,1,1,42,1,2,1,1,"Centro",27,3,1,60,"5"
19711184,6,17211,1,1,1,1,4,93,1,2,1,1,"Centro",1,1,3,1125,"1"
19713579,6,16664,1,1,1,1,4,95,0,9,1,1,"Este",1,1,3,150,"1"
20185768,4,16497,1,1,1,1,2,71,0,27,1,1,"Centro",1,1,2,350,"1"
20197996,5,16232,1,1,0,2,5,50,1,12,1,1,"Teatinos-Universidad",1,1,10,30,"1"
20198267,6,16232,1,1,0,2,6,60,1,12,1,1,"Teatinos-Universidad",1,1,10,30,"1"
20221425,4,15807,0.98,1,1,1,2,78,0,96,1,1,"Centro",1,1,1,1125,"1"
20259299,2,16741,1,1,1,1,1,29,0,14,1,1,"Carretera de Cadiz",2,2,1,1125,"5"
19741202,8,16743,1,1,1,2,7,145,1,2,1,1,"Centro",1,1,1,90,"3"
20283281,4,17384,1,1,1,1,3,110,0,1,1,1,"Centro",1,1,2,730,"1"
20294507,4,14530,1,1,1,1.5,2,150,1,2,1,1,"Centro",6,1,4,1125,"1"
19755616,4,17356,1,1,1,1,2,86,1,1,1,1,"Centro",1,1,3,365,"1"
20314491,2,17386,1,1,1,1,2,95,0,1,1,1,"Este",1,1,2,30,"1"
19787450,4,15569,0.94,1,1,1,3,89,0,5,1,1,"Centro",1,1,3,30,"1"
20318919,4,16232,1,3,1,1,2,196,1,6,1,1,"Centro",7,1,3,90,"1"
20344067,3,17351,0.75,1,1,1.5,1,44,0,5,1,1,"Centro",2,2,2,1125,"5"
20401200,3,15529,1,1,1,1,2,103,0,2,1,1,"Centro",1,1,3,1125,"1"
19794992,4,17358,0,4,1,1,3,75,0,1,1,1,"Centro",1,1,5,25,"2"
19851054,4,16232,1,1,0,1,4,99,1,12,1,1,"Teatinos-Universidad",7,1,5,30,"1"
19868675,4,16232,1,1,0,2,4,116,1,12,1,1,"Teatinos-Universidad",7,1,7,30,"1"
19889019,7,16491,0.88,2,1,1,5,156,0,2,1,1,"Este",1,1,1,1125,"1"
20406008,4,16528,1,1,1,1,2,90,1,18,1,1,"Este",1,1,1,1125,"1"
20424594,1,16741,1,1,1,1,1,25,0,14,1,1,"Carretera de Cadiz",2,2,1,1125,"5"
20424623,2,16741,1,1,1,1,1,33,0,14,1,1,"Carretera de Cadiz",2,2,1,1125,"5"
20445917,4,16043,1,1,1,1,1,113,1,3,1,1,"Centro",1,1,5,150,"1"
19910976,6,17364,1,1,1,1,5,64,0,2,1,1,"Carretera de Cadiz",1,1,2,1125,"1"
20447249,5,17392,1,1,1,1,4,121,1,1,1,1,"Carretera de Cadiz",1,1,2,59,"1"
20586709,2,17390,1,1,1,1,2,57,0,2,1,1,"Centro",14,2,2,1125,"5"
19924617,8,16869,1,1,1,2,6,161,1,9,1,1,"Centro",1,1,2,1125,"3"
19938934,5,17366,1,1,1,1,3,115,1,1,1,1,"Centro",1,1,4,90,"1"
20599618,2,16741,1,1,1,1,1,27,0,14,1,1,"Carretera de Cadiz",2,2,1,1125,"5"
20645394,8,15807,0.98,1,1,1,5,738,0,96,1,1,"Centro",1,1,1,1125,"1"
20669302,2,17399,1,1,1,1,1,115,1,2,1,1,"Carretera de Cadiz",1,1,2,1125,"1"
19943242,6,17366,0,4,0,1,3,146,0,2,1,1,"Centro",1,1,1,1125,"2"
20771300,2,16992,1,1,0,1,2,14,0,5,1,1,"Centro",2,2,3,60,"5"
19947145,4,17366,0,4,1,1,3,130,0,2,1,1,"Centro",1,1,1,1125,"2"
20790890,2,16516,1,1,1,1,1,30,1,4,1,1,"Carretera de Cadiz",2,2,2,31,"5"
19950058,4,15489,0.98,1,1,1,2,69,0,12,1,1,"Centro",1,1,4,180,"1"
19959515,6,17052,1,1,1,3,5,371,0,88,1,1,"Centro",1,1,1,1125,"3"
20809114,6,17403,1,1,0,2,2,127,1,1,1,1,"Centro",1,1,3,1125,"1"
19961448,4,17205,1,1,0,1,2,69,0,112,1,1,"Centro",1,1,1,365,"1"
19962133,6,17205,1,1,0,2,4,105,0,112,1,1,"Centro",1,1,1,365,"1"
19967136,2,16006,1,1,1,1,1,123,0,12,1,1,"Este",1,1,5,1125,"1"
19967601,16,16722,1,1,1,2,10,280,0,4,1,1,"Centro",1,1,1,1125,"3"
19974548,2,15489,0.98,1,1,1.5,1,57,0,12,1,1,"Centro",1,1,4,1125,"1"
20829208,7,17415,1,2,1,1.5,5,230,1,1,1,1,"Centro",1,1,3,30,"1"
19975234,2,15489,0.98,1,1,1.5,1,56,0,12,1,1,"Centro",1,1,4,1125,"1"
19975927,2,15489,0.98,1,1,1.5,1,70,0,12,1,1,"Centro",1,1,4,100,"1"
19976888,4,15570,1,1,0,2,5,114,0,52,1,1,"Este",10,1,1,1125,"1"
19984442,4,16952,1,1,1,1,3,49,0,7,1,1,"Bailen-Miraflores",6,1,1,30,"1"
19991616,2,17369,1,1,1,1,1,45,0,1,1,1,"Centro",1,1,1,5,"1"
20906812,4,16712,0.9,1,1,1.5,2,197,0,112,1,1,"Centro",1,1,1,1125,"1"
19992649,2,15489,0.98,1,1,1,1,61,0,12,1,1,"Centro",1,1,4,1125,"1"
20917531,5,17026,1,1,0,1,5,65,0,53,1,1,"Centro",1,1,2,1125,"1"
20008796,2,17370,1,1,1,1,1,76,1,1,1,1,"Centro",1,1,3,1125,"1"
20928339,4,15408,1,1,1,1,2,88,1,2,1,1,"Centro",1,1,2,1125,"1"
20944082,6,17324,1,2,1,1,4,180,1,3,1,1,"Centro",1,1,5,60,"1"
20013209,3,17370,1,1,1,1,2,86,1,1,1,1,"Cruz De Humilladero",1,1,2,30,"1"
20014016,2,17370,1,1,1,1,1,67,1,1,1,1,"Centro",1,1,7,1124,"1"
20969104,5,17425,1,1,1,2,3,110,0,1,1,1,"Carretera de Cadiz",1,1,1,1125,"1"
20027325,4,17371,1,1,0,0,2,105,1,1,1,1,"Centro",1,1,2,1125,"1"
20981360,4,16311,1,1,1,1,2,69,1,1,1,1,"Centro",1,1,2,150,"1"
20029202,2,16120,1,1,1,1,1,49,1,2,1,1,"Centro",1,1,2,1125,"1"
20995265,2,17427,1,1,0,1,1,58,1,1,1,1,"Centro",1,1,2,1125,"1"
21002451,6,17056,1,1,1,2,4,199,1,59,1,1,"Este",1,1,1,1125,"1"
21121608,4,17436,1,1,0,1,3,195,0,8,1,1,"Centro",1,1,1,1125,"1"
21121610,4,17436,1,1,0,1,3,238,0,8,1,1,"Centro",1,1,1,1125,"1"
21121613,4,17436,1,1,0,1,3,219,0,8,1,1,"Centro",1,1,1,1125,"1"
21121625,8,17430,0.99,1,0,2,6,172,0,36,1,1,"Centro",1,1,1,1125,"3"
21010639,16,17428,1,2,1,9.5,25,550,0,1,1,1,"Este",16,1,2,30,"3"
21011811,4,17428,0.97,1,1,1,2,51,0,7,1,1,"Carretera de Cadiz",6,1,1,1125,"1"
21145209,6,15948,0.97,1,0,2,5,180,0,69,1,1,"Centro",1,1,1,365,"1"
21012843,6,16591,1,2,1,1,5,180,0,1,1,1,"Churriana",8,1,3,1125,"1"
21173387,4,16830,1,1,1,1,2,70,1,1,1,1,"Centro",1,1,3,1125,"1"
21013441,6,17277,1,1,1,1.5,4,103,0,1,1,1,"Este",1,1,2,1125,"1"
21034743,4,16503,1,2,0,1,2,61,1,2,1,1,"Centro",1,1,5,45,"1"
21039345,4,17430,0.99,1,0,1,2,91,0,36,1,1,"Centro",6,1,1,1125,"1"
21174197,6,17440,1,1,1,2,5,121,1,1,1,1,"Centro",1,1,2,1125,"1"
21100827,4,17434,1,1,1,1,3,134,0,81,1,1,"Centro",1,1,1,1125,"1"
21102762,4,17435,1,1,1,1,3,72,1,2,1,1,"Centro",1,1,3,1125,"1"
21104355,4,17274,1,1,0,2,2,169,1,73,1,1,"Centro",1,1,1,1125,"1"
21121606,4,17436,1,1,0,1,4,228,0,8,1,1,"Centro",1,1,1,1125,"1"
21196738,6,16979,0.98,1,0,2,5,129,0,234,1,1,"Centro",1,1,1,1125,"1"
21213800,6,17060,1,1,0,1.5,3,155,0,3,1,1,"Centro",1,1,1,1125,"1"
21121607,5,17436,1,1,0,1,4,219,0,8,1,1,"Centro",1,1,1,1125,"1"
21800406,4,16729,0.9,1,1,1,1,180,0,3,1,1,"Centro",1,1,1,1125,"1"
21222635,4,16254,1,1,0,1,4,113,1,12,1,1,"Centro",1,1,7,1125,"1"
21858528,2,15800,1,1,1,1,1,89,1,6,1,1,"Centro",7,1,4,180,"1"
21890588,2,16230,1,1,1,1,1,117,0,21,1,1,"Centro",1,1,2,1124,"1"
21228845,1,17275,1,1,1,1,1,106,0,21,1,1,"Centro",22,1,2,1125,"1"
21234864,3,15298,0.95,1,1,1.5,1,76,1,3,1,1,"Centro",1,1,4,60,"1"
21248011,2,15839,1,1,1,1,1,66,0,3,1,1,"Cruz De Humilladero",1,1,1,1125,"1"
21911238,5,17449,1,1,0,1.5,4,173,0,85,1,1,"Este",8,1,1,1125,"1"
21921462,4,16987,0.1,4,0,1,3,55,0,2,1,0,"Este",1,1,4,30,"2"
21261557,4,17446,1,1,1,1,1,86,1,2,1,1,"Centro",7,1,3,1125,"1"
21925631,2,15634,1,1,0,1,1,65,1,6,1,1,"Cruz De Humilladero",1,1,7,90,"1"
21270750,6,16400,1,1,0,2,5,157,1,6,1,1,"Centro",1,1,3,1125,"1"
21940803,4,17496,1,1,1,1,1,86,1,3,1,1,"Centro",1,1,2,1125,"1"
21273505,2,17448,1,1,1,1,1,90,1,7,1,1,"Ciudad Jardin",1,1,2,14,"1"
21274043,4,17448,1,1,0,1,3,120,1,7,1,1,"Ciudad Jardin",1,1,2,20,"1"
21292519,6,17274,1,1,0,2,5,135,0,46,1,1,"Cruz De Humilladero",1,1,1,365,"1"
21941129,4,17496,1,1,1,1,3,104,1,3,1,1,"Centro",1,1,2,1125,"1"
21322717,2,17451,1,1,1,1,1,76,1,4,1,1,"Centro",1,1,2,30,"1"
21396156,4,17456,1,1,1,2,3,270,1,1,1,1,"Centro",1,1,3,1125,"1"
21402953,4,17457,1,1,1,1,1,67,0,19,1,1,"Centro",1,1,2,1125,"1"
21947846,4,17027,1,1,1,1,2,143,0,69,1,1,"Centro",1,1,2,1125,"1"
21959419,4,17043,1,1,1,1,3,86,1,10,1,1,"Centro",1,1,3,45,"1"
21964142,4,16591,1,1,1,1,3,61,0,2,1,1,"Centro",1,1,2,1125,"1"
21969559,4,17027,1,1,1,1,2,134,0,69,1,1,"Centro",1,1,2,1125,"1"
21403641,4,17457,1,1,1,1,2,69,0,19,1,1,"Centro",1,1,2,1125,"1"
21445427,6,16992,0.75,2,1,1,5,250,0,2,1,1,"Centro",1,1,3,300,"1"
21977249,3,16049,1,1,0,1,1,110,0,2,1,1,"Centro",1,1,6,1125,"1"
21457034,5,17289,1,1,1,1.5,3,119,1,4,1,1,"Centro",1,1,2,1124,"1"
21466209,4,17279,1,1,1,1,2,82,1,3,1,1,"Bailen-Miraflores",1,1,1,1125,"1"
21466365,8,17457,1,1,1,2,3,250,0,19,1,1,"Centro",1,1,2,1125,"1"
21985576,7,16020,1,1,1,1.5,5,246,1,1,1,1,"Centro",1,1,4,1125,"1"
21480667,4,16555,1,1,0,1.5,1,82,0,4,1,1,"Centro",1,1,28,1125,"1"
21995691,2,16048,1,3,1,1,1,165,1,4,1,1,"Centro",1,1,3,1125,"1"
22010344,4,17470,1,1,1,1,2,84,0,19,1,1,"Centro",1,1,5,1125,"1"
21481299,5,16555,1,1,1,1,3,89,0,4,1,1,"Centro",9,1,28,1125,"1"
21495185,2,16755,1,2,1,0,1,92,0,15,1,1,"Carretera de Cadiz",21,1,7,1125,"1"
21500064,4,17330,1,1,1,1,1,129,0,7,1,1,"Centro",1,1,2,1125,"1"
22015307,2,16714,1,1,1,1,2,46,0,3,1,1,"Centro",1,1,2,62,"1"
21523071,8,17432,1,1,1,1,6,72,1,2,1,1,"Centro",1,1,3,1125,"1"
21549761,3,17468,1,1,0,1,2,90,1,3,1,1,"Centro",6,1,3,1124,"1"
22083472,4,17504,1,3,0,1,3,127,0,1,1,1,"Carretera de Cadiz",1,1,2,15,"1"
22093277,6,17274,1,1,0,3,3,301,1,73,1,1,"Centro",1,1,1,1125,"1"
21556933,2,17466,1,1,1,1,1,106,1,3,1,1,"Centro",1,1,3,1125,"1"
21557334,4,17457,1,1,1,1,2,67,0,19,1,1,"Centro",1,1,2,1125,"1"
22102208,5,16098,1,1,1,2,4,157,0,20,1,1,"Centro",1,1,1,1125,"1"
21563645,1,16675,1,1,1,1,3,40,0,3,1,1,"Este",19,1,4,1125,"1"
22105467,2,16668,1,1,1,1,1,93,1,1,1,1,"Este",6,1,4,28,"1"
22168761,4,17251,1,1,0,1,3,194,0,8,1,1,"Centro",1,1,1,365,"1"
21614531,6,17452,1,1,1,2,4,140,0,1,1,1,"Centro",1,1,5,31,"1"
21633025,2,17474,1,1,1,1,1,56,1,2,1,1,"Centro",6,1,14,55,"1"
22171852,4,17509,1,1,1,1,2,83,1,1,1,1,"Centro",1,1,3,1124,"1"
22189427,2,15283,1,1,1,2,1,84,1,3,1,1,"Este",8,1,5,90,"1"
22207321,4,15910,1,1,1,1,3,65,0,6,1,1,"Centro",6,1,3,5,"1"
22226718,4,17205,1,1,0,1,2,73,0,112,1,1,"Centro",1,1,1,365,"1"
21644738,6,17475,1,1,1,1,4,125,0,9,1,1,"Centro",1,1,3,1124,"1"
22271697,4,16254,1,1,0,1,3,118,1,12,1,1,"Centro",1,1,7,1125,"1"
22337506,4,16601,1,1,1,2,1,99,1,2,1,1,"Centro",1,1,2,1125,"1"
22365980,4,17520,0.8,1,1,1,1,94,0,4,1,1,"Centro",1,1,2,31,"1"
21646701,4,16088,1,1,1,1,1,79,0,3,1,1,"Centro",1,1,7,1125,"1"
21652108,4,17027,1,1,1,1,2,133,0,69,1,1,"Centro",1,1,2,1125,"1"
21652332,4,16771,1,1,1,1,2,135,1,3,1,1,"Centro",1,1,4,1125,"1"
22489683,5,16610,1,1,1,1,4,301,0,4,1,1,"Cruz De Humilladero",1,1,2,1125,"1"
22491056,3,16041,1,1,1,1,2,74,0,8,1,1,"Este",1,1,3,1125,"1"
21652845,3,17470,1,1,0,1,2,53,0,19,1,1,"Centro",1,1,4,70,"1"
21660193,2,17470,1,1,0,1,1,56,0,19,1,1,"Centro",1,1,5,190,"1"
21665831,4,17476,1,1,1,1,3,139,0,1,1,1,"Este",1,1,2,1125,"1"
21674871,6,16979,0.98,1,0,2,4,141,0,234,1,1,"Centro",1,1,1,1125,"1"
21709524,2,15283,1,1,1,1,1,74,1,3,1,1,"Centro",6,1,5,120,"1"
21710208,2,17479,1,1,1,1,1,31,1,1,1,1,"Teatinos-Universidad",2,2,1,1125,"5"
22496620,4,17530,1,1,1,1,3,104,1,3,1,1,"Centro",1,1,1,60,"1"
22504551,2,15610,1,1,1,1,1,85,0,2,1,1,"Centro",6,1,1,1125,"1"
21747396,4,19261,0.88,2,1,1,2,112,0,30,1,1,"Centro",1,1,2,32,"1"
22509238,3,17530,1,1,1,1,2,155,1,2,1,1,"Centro",1,1,4,1125,"1"
22512692,4,16528,1,1,1,1,2,66,1,18,1,1,"Este",1,1,1,1125,"1"
21760494,5,17483,1,1,1,1,3,114,0,1,1,1,"Centro",1,1,5,63,"1"
22558420,2,16575,1,1,1,1,1,51,1,3,1,1,"Centro",7,1,4,31,"1"
21775187,3,17483,1,2,0,1,3,110,0,1,1,1,"Centro",1,1,1,1000,"1"
22564835,3,17052,1,1,0,1,2,264,0,88,1,1,"Centro",1,1,1,1125,"1"
22564837,4,17052,1,1,1,1,2,243,0,88,1,1,"Centro",1,1,1,1125,"1"
22598454,8,17278,0.93,1,1,2,5,106,1,2,1,1,"Centro",1,1,2,10,"1"
21776718,4,17275,1,1,1,1,2,119,0,21,1,1,"Centro",1,1,2,60,"1"
21777133,6,17275,1,1,1,2,4,185,0,21,1,1,"Centro",1,1,2,60,"1"
21777460,6,17275,1,1,1,1,3,172,0,21,1,1,"Centro",1,1,2,60,"1"
21783347,5,16447,1,1,1,1,3,90,1,14,1,1,"Carretera de Cadiz",1,1,4,125,"1"
22782474,4,17542,1,1,1,1,2,434,1,6,1,1,"Centro",1,1,1,15,"1"
22632836,2,17539,1,1,1,1,1,59,0,1,1,1,"Centro",1,1,3,31,"1"
22659291,10,17128,1,1,1,2,8,171,1,4,1,1,"Palma-Palmilla",11,1,1,1125,"3"
22789999,4,16337,1,1,1,1,3,66,0,4,1,1,"Bailen-Miraflores",1,1,1,1125,"1"
22669622,7,17035,1,2,0,2,5,106,1,3,1,1,"Carretera de Cadiz",1,1,3,125,"1"
22804080,2,17542,1,1,1,1,1,243,1,6,1,1,"Centro",1,1,1,15,"1"
22829130,4,16532,1,1,1,1,2,130,0,1,1,1,"Centro",1,1,5,30,"1"
22677172,8,17128,1,1,1,2,6,148,1,4,1,1,"Palma-Palmilla",13,1,1,1125,"3"
22886755,4,17026,1,1,0,1,2,82,0,53,1,1,"Centro",1,1,2,365,"1"
22894313,7,16041,1,1,1,2,3,237,0,4,1,1,"Cruz De Humilladero",7,1,2,365,"1"
22919187,2,16830,1,1,1,1,1,104,1,14,1,1,"Este",7,1,1,365,"1"
22682071,2,16107,1,1,1,1,2,85,0,1,1,1,"Centro",1,1,3,15,"1"
22689516,2,16838,1,1,1,1,1,89,0,7,1,1,"Centro",6,1,3,30,"1"
22926369,6,17026,1,1,1,1,6,56,0,53,1,1,"Centro",1,1,2,1125,"1"
22936233,2,17032,0.95,1,1,1,1,50,1,7,1,1,"Centro",2,2,4,1125,"5"
22700934,2,15814,1,1,1,1,1,80,1,1,1,1,"Centro",24,2,4,1125,"5"
22955243,3,16085,1,1,1,1,3,142,1,7,1,1,"Centro",1,1,4,1125,"1"
22978847,6,16979,0.98,1,0,2.5,5,153,0,234,1,1,"Centro",1,1,1,1125,"3"
23031364,2,16689,1,1,1,1,1,86,0,3,1,1,"Este",6,1,3,1125,"1"
22724624,4,16929,1,1,1,2.5,4,81,1,1,1,0,"Este",8,1,4,1125,"2"
23031883,2,17309,1,1,1,1,1,81,0,1,1,1,"Centro",6,1,2,1125,"1"
22724819,6,15401,1,1,1,2,4,164,1,2,1,1,"Centro",1,1,5,1125,"1"
22728069,4,17538,1,1,1,1,4,109,1,1,1,1,"Centro",1,1,3,1125,"1"
23047329,6,16839,1,1,1,1,1,88,0,10,1,1,"Centro",1,1,2,1124,"1"
23068069,2,16741,1,1,1,1,1,26,0,14,1,1,"Carretera de Cadiz",2,2,1,1125,"5"
22728307,4,16679,1,2,1,1,3,124,0,3,1,1,"Centro",1,1,3,1125,"1"
22737801,2,16838,1,1,1,1,2,96,0,7,1,1,"Centro",6,1,3,30,"1"
23104718,2,17474,1,1,0,1,1,58,1,2,1,1,"Centro",6,1,14,55,"1"
22740661,4,17496,1,1,1,1,3,88,1,3,1,1,"Centro",1,1,2,1125,"1"
23108581,6,16979,0.98,1,0,1,4,106,0,234,1,1,"Centro",1,1,1,1125,"1"
23127354,2,16116,0.94,1,1,1,1,76,0,10,1,1,"Centro",1,1,2,365,"1"
22748653,2,17274,1,1,0,1,1,77,0,46,1,1,"Este",1,1,1,365,"1"
23133166,3,17201,1,1,0,1,1,58,1,5,1,1,"Centro",6,1,3,60,"1"
22758958,3,17547,1,1,0,1.5,3,65,0,1,1,1,"Churriana",7,1,2,30,"1"
22764358,2,17330,1,1,0,1,1,116,0,7,1,1,"Centro",6,1,2,1125,"1"
22765087,4,17330,1,1,0,3,3,174,0,7,1,1,"Centro",1,1,2,1125,"1"
23134823,4,17567,1,1,1,1,3,121,1,8,1,1,"Centro",1,1,2,62,"1"
23135252,3,17201,1,1,0,1,2,58,1,5,1,1,"Centro",6,1,3,1125,"1"
23143259,7,16098,1,1,1,1,5,214,0,20,1,1,"Centro",1,1,1,1125,"1"
23156937,2,17569,1,1,0,1,2,52,0,2,1,1,"Centro",6,1,3,60,"1"
23162428,2,16486,1,2,1,1,1,166,1,2,1,1,"Centro",1,1,4,30,"1"
23446530,6,16989,0.9,2,0,1,3,136,0,2,1,1,"Centro",7,1,3,1124,"1"
23167118,4,16975,1,1,0,1,2,109,0,40,1,1,"Centro",1,1,1,365,"1"
23473982,2,16091,0.9,1,1,1,1,131,0,4,1,1,"Centro",1,1,2,1125,"1"
23167622,4,17205,1,1,0,1,2,60,0,112,1,1,"Centro",1,1,1,365,"1"
23179980,4,17436,1,1,0,1,3,183,0,8,1,1,"Centro",1,1,1,1125,"1"
23195950,2,17274,1,1,0,1,1,134,0,46,1,1,"Este",1,1,1,365,"1"
23220497,2,17030,1,1,1,1,1,26,0,4,1,1,"Churriana",4,2,1,90,"5"
23491702,4,17587,1,1,1,1,3,113,1,3,1,1,"Centro",1,1,4,200,"1"
23492481,11,16779,1,2,1,1.5,8,200,1,11,1,1,"Centro",1,1,2,1125,"3"
23531610,6,15570,1,1,1,2,5,217,0,52,1,1,"Este",10,1,1,1125,"1"
23575695,4,17052,1,1,1,1,2,399,0,88,1,1,"Centro",1,1,1,1125,"1"
23235580,6,16757,1,1,1,1,2,58,0,5,1,1,"Bailen-Miraflores",1,1,3,1125,"1"
23243846,3,17491,1,1,1,1,2,136,1,2,1,1,"Centro",1,1,3,365,"1"
23576570,6,15807,0.98,1,1,1,2,130,0,96,1,1,"Centro",1,1,1,1125,"1"
23253852,4,15487,1,1,1,1,2,232,0,75,1,1,"Centro",1,1,1,1125,"1"
23589048,2,17060,1,1,1,1,1,99,1,1,1,1,"Centro",1,1,14,1125,"1"
23253855,5,15487,1,1,1,2,3,199,0,75,1,1,"Centro",1,1,1,1125,"1"
23253856,2,15487,1,1,1,1,1,143,0,75,1,1,"Centro",1,1,1,1125,"1"
23253857,4,15487,1,1,1,1,2,161,0,75,1,1,"Centro",1,1,1,1125,"1"
23253858,4,15487,1,1,1,1,2,168,0,75,1,1,"Centro",1,1,1,1125,"1"
23253859,4,15487,1,1,1,1,2,191,0,75,1,1,"Centro",1,1,1,1125,"1"
23253861,4,15487,1,1,1,1,2,188,0,75,1,1,"Centro",1,1,1,1125,"1"
23253863,4,15487,1,1,1,1,2,172,0,75,1,1,"Centro",1,1,1,1125,"1"
23253864,2,15487,1,1,1,1,1,132,0,75,1,1,"Centro",1,1,1,1125,"1"
23304294,4,16664,1,1,1,1,3,94,0,9,1,1,"Este",1,1,3,200,"1"
23318107,4,16916,1,1,0,1,3,300,0,10,1,1,"Cruz De Humilladero",1,1,28,251,"1"
23628602,2,16931,1,1,1,1,1,90,1,55,1,1,"Centro",1,1,1,1125,"1"
23653773,4,17027,1,1,1,1,2,136,0,69,1,1,"Centro",1,1,2,1125,"1"
23320931,2,17052,1,1,0,1,1,281,0,88,1,1,"Centro",1,1,1,1125,"1"
23320932,2,17052,1,1,1,1,1,225,0,88,1,1,"Centro",1,1,1,1125,"1"
23320933,4,17052,1,1,1,2,2,294,0,88,1,1,"Centro",1,1,1,1125,"1"
23320934,2,17052,1,1,1,1,1,350,0,88,1,1,"Centro",1,1,1,1125,"1"
23320935,2,17052,1,1,1,1,1,214,0,88,1,1,"Centro",1,1,1,1125,"1"
23321702,4,17330,1,1,0,2,1,101,0,7,1,1,"Centro",1,1,2,1125,"1"
23323161,3,17026,1,1,0,1,3,98,0,53,1,1,"Centro",1,1,2,365,"1"
23336118,2,17274,1,1,0,1,1,129,0,46,1,1,"Centro",1,1,1,365,"1"
23336674,4,17579,1,1,0,1,3,123,1,1,1,1,"Centro",1,1,3,1125,"1"
23657499,2,16583,1,1,1,1,2,64,1,1,1,1,"Centro",1,1,3,1125,"1"
23660787,2,17077,1,1,1,1,1,69,0,1,1,1,"Centro",1,1,4,28,"1"
23376226,6,15903,1,1,1,1,3,78,1,1,1,1,"Centro",1,1,2,29,"1"
23384602,5,17582,1,1,1,1,4,151,1,1,1,1,"Carretera de Cadiz",1,1,2,1125,"1"
23385591,4,17434,1,1,0,1,3,76,0,81,1,1,"Centro",1,1,1,1125,"1"
23405956,2,15578,1,1,0,1,1,91,0,90,1,1,"Centro",1,1,2,1125,"1"
23423364,4,17591,1,1,1,2,3,103,1,7,1,1,"Centro",1,1,2,1125,"1"
23664120,4,16870,1,1,0,1,1,75,0,7,1,1,"Centro",1,1,2,1125,"1"
23668748,6,15487,1,1,1,2,3,186,0,75,1,1,"Centro",1,1,1,1125,"1"
23673712,7,17275,1,1,1,2,4,243,0,21,1,1,"Cruz De Humilladero",1,1,2,60,"1"
23674255,4,16870,1,1,0,1,1,71,0,7,1,1,"Centro",1,1,2,1125,"1"
23432180,8,16979,0.98,1,0,2,7,147,0,234,1,1,"Centro",1,1,1,1125,"3"
23442076,2,15985,1,1,1,1,1,71,0,3,1,1,"Cruz De Humilladero",1,1,2,30,"1"
23684885,4,17580,1,1,1,1,2,136,0,7,1,1,"Centro",1,1,1,31,"1"
23891422,4,17205,1,1,0,1,2,58,0,112,1,1,"Centro",25,2,1,365,"5"
23892746,3,17557,1,1,1,1.5,1,77,0,7,1,1,"Centro",5,2,1,15,"5"
23705486,4,16701,1,1,0,1,3,101,0,7,1,1,"Este",7,1,2,1125,"1"
23894393,3,17557,1,1,1,2.5,1,66,0,7,1,1,"Centro",5,2,1,15,"5"
23894740,2,17557,1,1,1,1,1,60,0,7,1,1,"Centro",5,2,1,15,"5"
23897931,4,16098,1,1,1,1,1,152,0,20,1,1,"Centro",1,1,1,1125,"1"
23708090,8,16782,1,1,0,2,7,356,1,1,1,1,"Centro",1,1,3,180,"3"
23901121,3,17608,1,1,1,1.5,2,54,0,11,1,1,"Carretera de Cadiz",28,2,2,1125,"5"
23708159,2,16710,1,2,1,1,1,49,1,3,1,1,"Centro",2,2,3,15,"5"
23903367,2,17608,1,1,0,1,1,60,0,11,1,1,"Carretera de Cadiz",28,2,7,1125,"5"
23903445,2,17608,1,1,0,1,2,59,0,11,1,1,"Carretera de Cadiz",28,2,2,1125,"5"
23904423,6,17610,1,1,1,1,6,88,1,2,1,1,"Cruz De Humilladero",1,1,2,60,"1"
23905039,3,17608,1,1,0,1,2,59,0,11,1,1,"Carretera de Cadiz",28,2,2,1125,"5"
23905378,3,17608,1,1,0,1,1,59,0,11,1,1,"Carretera de Cadiz",28,2,2,1125,"5"
23720848,2,17601,1,1,1,1,2,88,1,3,1,1,"Centro",1,1,3,90,"1"
23905640,3,17608,1,1,0,1,2,59,0,11,1,1,"Carretera de Cadiz",28,2,2,1125,"5"
23912099,2,17316,1,1,1,1,1,121,1,1,1,1,"Centro",6,1,3,1125,"1"
23721004,2,17601,1,1,1,1,2,89,1,3,1,1,"Centro",1,1,3,60,"1"
23914727,6,19208,1,1,1,3,6,186,0,14,1,1,"Carretera de Cadiz",1,1,3,1125,"3"
23723824,4,16246,1,3,1,1,3,100,1,1,1,1,"Carretera de Cadiz",7,1,4,30,"1"
