"id","accommodates","antiguedad","host_response_rate","host_response_time","neighborhood_overview_flag","bathrooms","beds","price","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","property_type","room_type","minimum_nights","maximum_nights","whatcluster_k"
96033,3,15079,1,1,1,1,2,53,0,1,1,1,"Este",1,1,3,180,"1"
166473,1,15163,1,2,0,2,4,19,1,4,1,1,"Este",2,2,5,365,"5"
212845,1,15117,1,2,0,1.5,2,43,0,3,1,1,"Este",3,3,2,90,"5"
330760,2,15372,1,1,1,1.5,1,44,0,7,1,1,"Centro",4,2,1,1125,"5"
340024,2,15379,1,1,1,1,1,61,1,1,1,1,"Centro",1,1,3,1125,"1"
358541,2,15330,1,2,1,1,1,93,1,1,1,1,"Centro",1,1,2,1125,"1"
413063,2,15432,1,1,1,1,1,86,1,1,1,1,"Centro",1,1,4,1125,"1"
421077,2,15438,0.98,1,0,1,1,81,0,11,1,1,"Centro",1,1,1,1125,"1"
427860,2,15442,0.9,1,1,1,2,45,0,3,1,1,"Centro",5,2,3,1125,"5"
505688,4,15489,0.98,1,1,1,2,71,0,12,1,1,"Centro",6,1,4,1125,"1"
507961,2,15489,0.98,1,1,1,1,68,0,12,1,1,"Centro",6,1,4,1125,"1"
508787,2,15489,0.98,1,1,1,1,49,0,12,1,1,"Centro",6,1,3,1125,"1"
509073,2,15489,0.98,1,1,1,1,51,0,12,1,1,"Centro",6,1,4,1125,"1"
550804,2,15512,1,1,0,1.5,1,49,0,11,1,1,"Centro",1,1,5,1125,"1"
634046,5,15489,0.98,1,1,2,4,79,0,12,1,1,"Este",7,1,5,1125,"1"
655701,6,15570,1,1,1,1,6,93,0,4,1,1,"Churriana",1,1,2,1125,"1"
663794,4,15570,1,1,1,1,3,71,0,4,1,1,"Centro",1,1,5,730,"1"
718943,6,15549,1,1,1,1,5,141,0,8,1,0,"Este",1,1,3,1125,"2"
603361,2,15540,1,1,1,1,2,55,1,7,1,1,"Centro",2,2,2,2,"5"
611037,2,15544,1,1,0,1,1,92,0,1,1,1,"Centro",1,1,3,1125,"1"
726869,4,15618,1,3,0,1,3,73,0,1,1,1,"Centro",8,1,1,1125,"1"
2145149,1,15163,1,2,1,2,4,19,1,4,1,1,"Este",2,2,5,1000,"5"
730403,4,15621,1,2,1,1.5,1,30,0,1,1,0,"Carretera de Cadiz",2,2,2,1125,"2"
2163893,4,16009,1,1,1,1,2,80,0,9,1,1,"Centro",1,1,4,555,"1"
739253,3,15626,1,1,0,1,2,65,0,1,1,1,"Este",5,2,1,3,"5"
2206087,5,16030,1,1,1,1,4,77,1,3,1,1,"Este",1,1,4,1125,"1"
744037,3,15630,1,1,1,1,2,80,0,1,1,1,"Centro",1,1,4,60,"1"
2217020,2,15481,1,1,0,1,1,95,0,1,1,0,"Centro",1,1,4,28,"2"
746003,4,15631,1,2,1,1,3,86,1,4,1,1,"Este",1,1,2,1125,"1"
2275180,4,16076,0.8,1,1,1,2,58,0,1,1,1,"Centro",6,1,2,90,"1"
753119,5,15631,1,2,1,1,3,99,1,4,1,1,"Este",1,1,2,1125,"1"
2288248,4,16097,1,1,1,1,4,110,0,1,1,1,"Centro",1,1,2,90,"1"
2306037,3,16100,0.98,2,0,1,2,61,1,14,1,1,"Centro",6,1,5,60,"1"
753252,4,15631,1,2,1,1,2,101,1,4,1,1,"Este",1,1,2,1125,"1"
2327541,4,15578,1,1,1,1,3,180,0,90,1,1,"Centro",1,1,2,1125,"1"
783360,9,15570,1,1,1,2.5,7,162,0,4,1,1,"Centro",1,1,2,1125,"3"
2336145,2,16105,1,1,1,1,2,59,1,2,1,1,"Centro",1,1,4,160,"1"
786626,2,15658,1,1,0,1,1,79,0,9,1,1,"Centro",1,1,4,1125,"1"
786638,2,15658,1,1,1,1.5,1,150,0,9,1,1,"Centro",1,1,7,1125,"1"
786648,2,15658,1,1,0,1,2,150,0,9,1,1,"Centro",9,1,5,1123,"1"
786651,4,15658,1,1,0,1,3,116,0,9,1,1,"Centro",1,1,5,1125,"1"
786656,2,15658,1,1,0,1,1,90,0,9,1,1,"Centro",1,1,4,1125,"1"
786663,4,15658,1,1,1,1,3,150,0,9,1,1,"Centro",1,1,5,1125,"1"
787704,2,15658,1,2,1,1,2,28,1,1,1,1,"Bailen-Miraflores",2,2,3,62,"5"
844426,4,15609,1,1,0,1,2,176,0,3,1,1,"Centro",1,1,2,15,"1"
2343063,2,16105,1,1,0,1,1,49,1,2,1,1,"Centro",1,1,4,160,"1"
905123,8,15730,0.5,3,1,1,5,154,0,7,1,1,"Carretera de Cadiz",1,1,1,200,"2"
964289,10,15730,0.5,3,0,1.5,8,170,0,7,1,1,"Cruz De Humilladero",1,1,1,100,"3"
2345165,4,15780,0.98,1,1,3,3,33,0,15,1,1,"Centro",4,2,1,1125,"5"
989188,2,15776,1,1,0,1,2,80,1,3,1,1,"Este",1,1,4,30,"1"
989607,2,15776,1,1,0,1,2,80,1,3,1,1,"Este",1,1,4,30,"1"
990183,2,15776,1,1,1,1,1,99,0,2,1,1,"Centro",6,1,5,90,"1"
2345504,2,15780,0.98,1,1,3,1,31,0,15,1,1,"Centro",4,2,4,32,"5"
2376792,16,15780,0.98,1,1,3,14,307,0,15,1,1,"Centro",10,1,4,60,"3"
2379888,2,15780,0.98,1,1,3,1,31,0,15,1,1,"Centro",4,2,1,32,"5"
1021360,2,15776,1,1,0,1,4,110,1,3,1,1,"Centro",1,1,4,30,"1"
2380070,3,15780,0.98,1,1,3,3,31,0,15,1,1,"Centro",4,2,2,25,"5"
2380142,3,15780,0.98,1,1,3,1,31,0,15,1,1,"Centro",4,2,2,30,"5"
2386623,3,16113,1,3,1,1.5,1,500,0,1,1,1,"Centro",1,1,1,1125,"1"
1048083,1,15117,1,2,0,1.5,2,43,0,3,1,1,"Este",2,2,2,90,"5"
1071665,2,15807,1,2,0,1,1,66,1,3,1,1,"Centro",6,1,5,60,"1"
1076040,4,15602,0.5,3,1,1,3,108,0,2,1,1,"Carretera de Cadiz",1,1,5,1125,"2"
1114114,8,15730,0.5,3,0,1,7,264,0,7,1,1,"Carretera de Cadiz",1,1,1,1000,"2"
2390532,8,16114,1,1,1,2,7,270,1,1,1,1,"Centro",1,1,4,333,"3"
2445809,4,16124,1,1,0,1,3,90,1,3,1,1,"Este",11,1,3,28,"1"
1164851,2,15839,1,2,1,1,2,37,0,2,1,1,"Este",2,2,1,1125,"5"
2457257,4,16023,1,1,1,1,4,211,1,1,1,1,"Centro",1,1,2,1125,"1"
1183888,7,15626,1,1,1,1,4,71,1,1,1,1,"Churriana",1,1,2,1125,"1"
2474715,3,15948,0.97,1,0,1,2,78,0,69,1,1,"Centro",1,1,1,365,"1"
1245707,2,15863,1,1,1,1,1,93,0,3,1,1,"Centro",1,1,2,365,"1"
2486176,4,15733,1,1,1,1,1,78,0,22,1,1,"Centro",1,1,2,1125,"1"
1297722,4,15549,1,1,0,1,2,83,0,8,1,0,"Centro",1,1,3,1125,"2"
2506093,2,16134,1,1,1,1,1,80,1,1,1,1,"Centro",1,1,4,60,"1"
1306836,6,15797,1,1,1,2,2,112,0,1,1,1,"Centro",1,1,3,60,"1"
2534049,2,16145,1,1,1,1,2,117,1,5,1,1,"Centro",1,1,3,1125,"1"
1331534,5,15887,1,1,1,1,3,172,1,2,1,1,"Centro",1,1,3,90,"1"
2543688,3,15841,1,1,1,1.5,3,75,1,1,1,1,"Centro",1,1,3,180,"1"
1335782,2,15764,0.9,1,0,1,1,43,1,2,1,1,"Centro",2,2,3,21,"5"
2595719,4,16148,1,1,1,1,2,71,0,2,1,1,"Centro",1,1,3,1125,"1"
1353804,6,15847,0,4,0,2,6,80,0,2,1,1,"Teatinos-Universidad",2,2,3,1125,"2"
2647541,6,16155,1,3,1,4.5,4,232,1,1,1,1,"Puerto de la Torre",8,1,4,365,"3"
1359353,7,15895,1,1,0,2,5,196,1,2,1,1,"Carretera de Cadiz",1,1,5,90,"1"
1378908,2,15807,1,2,0,1,1,55,1,3,1,1,"Centro",1,1,7,60,"1"
2662161,5,16157,1,1,1,2,5,130,0,3,1,1,"Este",1,1,7,60,"1"
1437839,4,15911,1,2,1,1,3,93,1,2,1,1,"Centro",1,1,4,1123,"1"
1449651,6,15914,1,1,1,2,2,172,0,1,1,1,"Centro",1,1,3,30,"1"
2753218,2,15544,1,1,1,1.5,1,50,0,3,1,1,"Este",2,2,3,1125,"5"
2753244,2,15544,1,1,1,1.5,1,50,0,3,1,1,"Este",2,2,3,1125,"5"
1514156,2,15928,1,1,1,1,1,78,1,2,1,1,"Centro",12,1,6,62,"1"
2776054,6,16015,0.75,3,1,2,4,265,0,2,1,1,"Este",11,1,3,1125,"1"
1534533,2,15736,1,2,1,1,1,91,1,1,1,1,"Este",1,1,3,1125,"1"
1596526,2,15839,1,2,1,1,2,39,0,2,1,1,"Este",2,2,1,1100,"5"
2868528,2,15863,1,1,0,1,1,94,0,3,1,1,"Centro",1,1,2,365,"1"
2940251,2,15780,0.98,1,1,3,2,19,0,15,1,1,"Centro",4,2,2,5,"5"
3003926,3,16100,0.98,2,0,1,2,70,1,14,1,1,"Centro",1,1,7,60,"1"
3009766,6,16200,0.8,1,0,1.5,4,189,0,2,1,1,"Centro",1,1,2,60,"1"
1597241,4,15865,1,2,1,1,2,132,1,1,1,1,"Centro",1,1,5,21,"1"
1603598,3,15948,0.97,1,0,1,2,90,0,69,1,1,"Centro",1,1,1,365,"1"
3023748,4,16148,1,1,0,1,2,68,0,2,1,1,"Centro",1,1,3,1125,"1"
1640548,2,15956,0.95,1,0,1,1,90,0,10,1,1,"Centro",1,1,2,60,"1"
3024877,6,15544,1,1,1,1.5,4,117,0,3,1,1,"Este",1,1,3,1125,"1"
1699106,4,16088,1,1,1,1,1,79,0,3,1,1,"Centro",1,1,7,90,"1"
3051444,4,16204,1,1,1,1,2,100,1,2,1,1,"Centro",1,1,2,30,"1"
3103912,2,16210,0.8,2,1,1.5,2,67,0,5,1,1,"Este",1,1,3,1125,"1"
3149221,7,15948,0.97,1,1,2,6,262,0,69,1,1,"Centro",1,1,1,365,"1"
3183537,6,15115,1,1,1,3.5,4,133,1,1,1,1,"Puerto de la Torre",13,1,5,60,"3"
3197401,6,16210,0.8,2,0,1,3,65,0,5,1,1,"Centro",6,1,3,1125,"1"
1895284,6,16015,0.75,3,1,2,4,260,0,2,1,1,"Este",11,1,3,1125,"1"
3229934,4,16224,1,1,1,1,2,71,0,1,1,1,"Cruz De Humilladero",1,1,2,1125,"1"
1947485,2,16026,1,1,1,1,2,54,0,2,1,1,"Centro",1,1,4,190,"1"
3240728,6,15477,1,1,1,2,4,96,0,1,1,0,"Carretera de Cadiz",7,1,2,30,"2"
1951589,4,16026,1,1,0,1,3,184,0,2,1,1,"Centro",1,1,3,240,"1"
1966333,1,15163,1,2,1,2,4,19,1,4,1,1,"Este",2,2,5,1000,"5"
3810338,10,16226,1,2,1,1,5,225,0,5,1,1,"Teatinos-Universidad",1,1,1,1125,"1"
3810582,4,16226,1,2,1,1,3,20,0,5,1,1,"Teatinos-Universidad",2,2,1,1125,"5"
3243792,3,16226,1,2,1,1,1,19,0,5,1,1,"Teatinos-Universidad",2,2,1,1125,"5"
3814045,2,16226,1,2,1,1,1,19,0,5,1,1,"Teatinos-Universidad",2,2,1,1125,"5"
3270406,8,16029,1,1,0,1.5,4,114,0,4,1,1,"Carretera de Cadiz",1,1,1,365,"1"
3823302,2,16103,1,1,0,1,1,113,0,1,1,1,"Centro",1,1,2,1125,"1"
3295510,4,16232,1,1,1,2,4,40,1,12,1,1,"Teatinos-Universidad",1,1,10,30,"1"
3297232,11,16232,1,2,1,4.5,9,518,1,9,1,1,"Este",8,1,4,31,"3"
3923729,4,16302,1,1,1,1,3,97,1,3,1,1,"Centro",1,1,5,1125,"1"
3936665,5,16124,1,1,0,1,4,104,1,3,1,1,"Este",11,1,3,28,"1"
3316545,3,16234,1,2,1,1,2,94,0,1,1,1,"Centro",1,1,3,1125,"1"
3992145,4,17027,1,1,0,1,3,131,0,69,1,1,"Centro",1,1,2,1125,"1"
3992497,4,17027,1,1,0,1,3,127,0,69,1,1,"Centro",7,1,2,1125,"1"
3353633,2,16238,1,1,1,1,1,35,1,1,1,1,"Centro",5,2,5,1001,"5"
4066624,2,16253,1,1,1,1,1,49,1,6,1,1,"Este",6,1,5,21,"1"
4066844,7,16009,1,1,0,1,4,89,0,9,1,1,"Centro",1,1,4,333,"1"
3396940,2,16233,1,1,1,1,1,89,1,2,1,1,"Centro",1,1,5,1125,"1"
3493222,6,16254,1,1,0,2,6,253,0,5,1,1,"Centro",1,1,1,1125,"1"
4071059,4,16322,1,1,1,1,2,97,0,1,1,1,"Centro",1,1,4,270,"1"
4071441,4,16322,1,1,1,1,2,70,0,1,1,1,"Centro",1,1,5,1125,"1"
3524357,2,15863,1,1,0,1,1,95,0,3,1,1,"Centro",1,1,2,1125,"1"
3569477,5,16262,1,1,0,1,3,110,1,1,1,1,"Carretera de Cadiz",1,1,3,1125,"1"
4073128,9,15403,0.7,3,1,2.5,6,150,1,1,1,1,"Este",8,1,4,90,"3"
3648122,4,16254,1,1,0,1,3,114,1,12,1,1,"Centro",1,1,7,365,"1"
4079653,3,16323,1,1,1,1,2,59,0,1,1,1,"Centro",1,1,4,1125,"1"
3674590,2,16273,1,1,1,1,1,58,1,1,1,1,"Centro",1,1,2,1125,"1"
3687984,5,16274,0.33,4,0,1,3,78,1,1,1,1,"Centro",1,1,60,365,"2"
4088659,2,16323,1,2,0,0,1,95,0,1,1,1,"Centro",1,1,1,365,"1"
3794909,3,16226,1,2,1,1.5,1,19,0,5,1,1,"Teatinos-Universidad",2,2,1,1125,"5"
5008911,4,16232,1,3,1,2,2,137,1,6,1,1,"Centro",7,1,4,100,"1"
4099894,4,16325,1,2,1,1,2,85,0,1,1,1,"Centro",1,1,5,1125,"1"
5010659,2,15578,1,1,1,1,1,91,0,90,1,1,"Centro",1,1,2,1125,"1"
5032172,2,15578,1,1,0,1,2,77,0,90,1,1,"Centro",1,1,2,1125,"1"
4115671,2,16328,1,1,1,1,1,66,1,1,1,1,"Centro",1,1,2,100,"1"
5032238,3,15578,1,1,0,1,2,77,0,90,1,1,"Centro",6,1,2,1125,"1"
5054197,16,16406,1,1,1,4,18,428,0,1,1,1,"Este",8,1,3,1100,"3"
4163325,10,15733,1,1,1,2,6,166,0,22,1,1,"Centro",1,1,2,1125,"3"
4256300,3,15155,1,1,0,1.5,1,92,1,2,1,1,"Centro",1,1,2,1125,"1"
4264921,2,15956,1,2,1,2,2,109,0,1,1,1,"Carretera de Cadiz",2,2,2,1125,"5"
5068826,6,16304,1,1,1,2,5,73,0,2,1,1,"Centro",1,1,150,1125,"1"
5075813,4,16450,1,1,1,1,2,65,1,3,1,1,"Centro",1,1,2,90,"1"
4270359,4,16120,1,1,1,1,2,60,1,2,1,1,"Centro",1,1,2,1125,"1"
5090164,3,16232,1,3,1,1,1,120,1,6,1,1,"Centro",7,1,4,100,"1"
5114247,2,15887,1,1,0,1.5,2,114,1,2,1,1,"Centro",1,1,3,90,"1"
5129075,2,16038,1,1,0,1,1,45,0,6,1,1,"Este",1,1,3,31,"1"
4277536,2,16342,1,1,1,1,1,71,1,1,1,1,"Centro",1,1,3,1125,"1"
5173938,2,16435,1,1,1,1,1,57,1,1,1,1,"Centro",1,1,3,30,"1"
4293599,4,16351,1,1,1,2,3,110,0,1,1,1,"Centro",1,1,3,60,"1"
4331252,4,16302,1,1,1,1,3,100,1,3,1,1,"Centro",1,1,5,1125,"1"
5181473,4,16462,1,1,1,1,1,58,0,1,1,1,"Este",1,1,3,1124,"1"
5189296,6,15770,1,1,1,2,4,87,0,9,1,1,"Centro",1,1,3,59,"1"
5216030,4,16192,0.4,4,0,1,2,120,0,2,1,1,"Centro",1,1,5,1125,"2"
4383146,1,15949,1,1,1,2,1,49,1,3,1,1,"Este",2,2,1,1125,"5"
4398703,2,16365,1,1,1,1,1,79,0,21,1,1,"Centro",1,1,2,1125,"1"
5229627,2,16467,1,1,1,1,2,66,1,1,1,1,"Centro",6,1,4,730,"1"
4459261,3,16122,1,1,1,1,2,63,1,2,1,1,"Centro",1,1,2,1125,"1"
4478206,2,16080,1,2,1,1,1,36,0,1,1,1,"Este",8,1,5,1125,"1"
5247595,4,16289,1,1,1,2,2,142,1,5,1,1,"Centro",1,1,4,1125,"1"
4515641,2,16078,1,3,0,1.5,2,92,0,2,1,1,"Churriana",2,2,2,7,"5"
4531182,4,16295,1,1,1,1,2,103,1,7,1,1,"Centro",1,1,1,1125,"1"
5267716,2,16365,1,1,1,1,2,85,0,21,1,1,"Centro",1,1,2,1125,"1"
5318561,4,16476,1,1,1,1.5,2,101,0,1,1,1,"Centro",1,1,3,1125,"1"
4554815,4,16385,1,1,1,1,1,133,0,7,1,1,"Centro",1,1,2,1124,"1"
5377809,4,15489,0.98,1,1,1,2,87,0,12,1,1,"Centro",1,1,4,1125,"1"
5381012,2,16477,0.5,3,1,1,1,118,0,4,1,0,"Centro",1,1,1,1125,"2"
4600663,2,16391,1,1,0,1,1,85,1,2,1,1,"Centro",1,1,3,1125,"1"
4636583,4,16253,1,1,1,1,2,65,1,6,1,1,"Centro",1,1,3,1125,"1"
4657305,2,16385,1,1,1,1,1,115,0,7,1,1,"Centro",1,1,2,1124,"1"
5381100,2,16477,0.5,3,1,1,1,138,0,4,1,0,"Centro",1,1,1,1125,"2"
5382038,2,16365,1,1,1,1,1,78,0,21,1,1,"Centro",1,1,2,1125,"1"
5397890,2,15489,0.98,1,1,1,1,50,0,12,1,1,"Centro",1,1,4,100,"1"
5450909,4,16489,0.8,3,1,1,1,48,0,1,1,1,"Puerto de la Torre",1,1,2,1125,"1"
4668428,2,16100,0.98,2,0,1,1,64,1,14,1,1,"Centro",1,1,5,60,"1"
5461321,5,15948,0.97,1,0,2,4,116,0,69,1,1,"Centro",1,1,1,365,"1"
5465561,2,16365,1,1,1,1,1,83,0,21,1,1,"Centro",1,1,2,1125,"1"
5511218,16,16138,1,1,1,4,14,161,1,5,1,1,"Centro",8,1,1,1125,"3"
5511275,3,16138,1,1,1,1,2,69,1,5,1,1,"Centro",1,1,1,1125,"1"
4682525,4,16190,1,1,1,1,2,76,0,3,1,1,"Centro",1,1,4,222,"1"
5524258,13,16138,1,1,1,3,13,160,1,5,1,1,"Centro",8,1,1,1125,"3"
5553123,4,16085,1,1,1,1,1,138,1,7,1,1,"Centro",1,1,4,1125,"1"
5596157,4,16503,1,2,1,1,2,60,1,2,1,1,"Centro",1,1,5,45,"1"
5614701,4,16504,1,2,1,2,3,100,0,1,1,1,"Centro",1,1,4,60,"1"
5658492,4,16508,1,1,1,1,3,68,0,2,1,1,"Centro",1,1,2,60,"1"
5696367,4,16190,1,1,1,1,2,90,0,3,1,1,"Centro",1,1,4,333,"1"
4751452,6,15549,1,1,1,1,5,168,0,8,1,0,"Este",1,1,3,1125,"2"
4800893,4,16415,1,2,1,1,2,103,0,1,1,1,"Centro",1,1,2,1125,"1"
4814700,2,16385,1,1,1,1,2,126,0,7,1,1,"Centro",1,1,2,1124,"1"
4815312,6,16385,1,1,1,2.5,6,193,0,7,1,1,"Centro",1,1,2,1124,"3"
4834559,2,16385,1,1,1,1,1,106,0,7,1,1,"Centro",1,1,2,1124,"1"
4834767,4,16385,1,1,0,1,1,138,0,7,1,1,"Centro",1,1,2,1124,"1"
4842824,4,16421,1,1,1,1,2,77,0,3,1,1,"Centro",1,1,7,35,"1"
5733868,4,16450,1,1,1,1,2,67,1,3,1,1,"Centro",6,1,2,120,"1"
5747125,4,16516,1,2,1,1.5,1,96,1,1,1,1,"Centro",1,1,2,200,"1"
5802060,3,15395,1,1,1,1,2,85,0,1,1,1,"Centro",7,1,2,1125,"1"
5810768,3,16522,1,1,1,1,2,59,1,3,1,1,"Centro",1,1,2,28,"1"
5817293,2,16009,1,1,1,1,1,35,1,1,1,1,"Centro",2,2,2,7,"5"
4857448,3,16423,1,3,1,1.5,1,120,0,2,1,0,"Centro",1,1,4,110,"2"
5940218,4,16532,1,1,1,2,3,60,1,2,1,1,"Churriana",10,1,5,1125,"1"
4864535,2,15807,1,2,0,1,2,75,1,3,1,1,"Centro",6,1,5,60,"1"
5940398,2,16532,1,1,1,1,1,44,1,2,1,1,"Churriana",5,2,1,3,"5"
5997093,6,16537,1,1,0,1,3,76,0,8,1,1,"Este",1,1,2,1125,"1"
6042336,3,16522,1,1,1,1,2,54,1,3,1,1,"Centro",1,1,2,89,"1"
4900020,3,16430,1,1,1,1,2,47,0,2,1,1,"Centro",1,1,1,1125,"1"
6060775,4,16543,1,1,0,1,2,147,1,1,1,1,"Centro",1,1,3,1125,"1"
6077119,5,16446,1,1,0,1,4,124,1,3,1,1,"Centro",1,1,2,300,"1"
6160764,2,16538,1,1,1,1,2,81,0,1,1,1,"Centro",6,1,7,36,"1"
4959767,2,16280,1,1,1,1,1,110,1,2,1,1,"Centro",1,1,4,1125,"1"
4964312,4,16192,0.4,4,1,1,2,100,0,2,1,1,"Centro",6,1,5,1125,"2"
6209072,4,16254,1,1,1,1,3,123,1,12,1,1,"Centro",1,1,7,36,"1"
6225247,4,16555,1,1,1,1,2,92,1,1,1,1,"Centro",1,1,2,1125,"1"
4972368,6,16440,0.9,3,1,2,5,283,0,8,1,1,"Este",1,1,1,365,"1"
4972409,4,16440,0.9,3,0,2,3,230,0,8,1,1,"Este",1,1,1,365,"1"
4972419,4,16440,0.9,3,1,2,4,230,0,8,1,1,"Este",12,1,1,365,"1"
4975478,5,15540,1,1,1,1.5,2,81,1,7,1,1,"Centro",1,1,3,1125,"1"
5004455,8,16443,1,1,0,2.5,3,149,1,1,1,1,"Carretera de Cadiz",10,1,5,1125,"3"
6338576,5,15948,0.97,1,0,1,4,107,0,69,1,1,"Centro",1,1,1,365,"1"
6446223,4,16573,1,1,1,1,2,100,1,4,1,1,"Centro",1,1,5,1125,"1"
6354568,4,16230,1,1,1,1,1,112,0,21,1,1,"Centro",1,1,2,1124,"1"
6458138,8,16574,1,1,0,3,7,249,0,1,1,1,"Centro",1,1,2,100,"3"
6413642,6,15512,1,1,0,1,5,105,0,11,1,1,"Carretera de Cadiz",1,1,5,1125,"1"
6417563,1,16571,1,1,1,1,1,20,1,3,1,1,"Carretera de Cadiz",2,2,3,80,"5"
6463960,2,16574,1,1,0,1,1,26,1,1,1,1,"Centro",2,2,3,1125,"5"
6474492,2,16575,1,2,0,1,1,55,0,1,1,1,"Cruz De Humilladero",1,1,5,1125,"1"
6441590,2,16145,1,1,1,1.5,2,97,1,5,1,1,"Centro",1,1,3,1125,"1"
8116190,9,16676,0,4,0,2,9,105,0,1,1,1,"Centro",1,1,60,1125,"2"
6537249,4,16100,0.98,2,0,1,3,81,1,14,1,1,"Centro",1,1,6,60,"1"
6564263,4,16157,1,1,1,1,3,120,0,3,1,1,"Este",1,1,7,90,"1"
6610046,4,16585,1,1,1,1,3,110,1,1,1,1,"Centro",1,1,2,1125,"1"
6624466,4,16085,1,1,1,1,3,178,1,7,1,1,"Centro",1,1,4,1125,"1"
6631878,2,16552,1,1,0,1,1,30,0,2,1,1,"Este",5,2,2,1125,"5"
6666420,8,16128,1,1,1,2,6,150,1,1,1,1,"Centro",1,1,2,60,"3"
8382358,2,16692,1,1,0,2,1,22,0,5,1,1,"Carretera de Cadiz",2,2,3,7,"5"
6675426,4,16589,1,1,1,1,2,102,1,1,1,1,"Este",1,1,1,1125,"1"
8515241,3,16700,1,1,1,1,2,68,1,1,1,1,"Centro",1,1,1,1125,"1"
6681385,3,16207,1,1,1,1,2,108,0,4,1,1,"Centro",1,1,3,1125,"1"
6703832,6,16591,1,1,0,1,5,62,0,2,1,1,"Centro",1,1,2,1125,"1"
6756237,1,16595,0.8,3,1,2.5,1,38,1,2,1,1,"Centro",2,2,2,60,"5"
6756567,2,16595,0.8,3,1,2.5,1,40,1,2,1,1,"Centro",14,2,2,1125,"5"
6762393,2,16365,1,1,0,1,1,78,0,21,1,1,"Centro",1,1,2,1125,"1"
6772586,4,16254,1,1,1,1,3,116,1,12,1,1,"Centro",1,1,7,365,"1"
6783327,3,16596,1,1,1,1,4,29,1,2,1,1,"Puerto de la Torre",2,2,5,399,"5"
6796008,6,15948,0.97,1,0,2,4,117,0,69,1,1,"Centro",1,1,1,365,"1"
6843202,3,16601,1,1,1,1,2,76,0,2,1,1,"Centro",1,1,3,90,"1"
6849860,4,16601,1,1,1,1,3,119,1,2,1,1,"Centro",1,1,2,1125,"1"
6864158,3,15948,0.97,1,0,1,2,85,0,69,1,1,"Centro",1,1,1,365,"1"
6937483,3,16537,1,1,0,1,1,56,0,8,1,1,"Este",1,1,1,1125,"1"
6955240,2,16608,1,1,1,1,1,28,0,2,1,1,"Carretera de Cadiz",2,2,1,1125,"5"
6955285,2,16608,1,1,1,1,1,28,0,2,1,1,"Carretera de Cadiz",2,2,1,1125,"5"
6955732,4,16138,1,1,1,1,2,64,1,5,1,1,"Centro",1,1,1,1125,"1"
7009441,5,16610,1,1,0,1,4,127,0,3,1,1,"Carretera de Cadiz",1,1,7,1125,"1"
8723776,6,16712,0.9,1,1,2,4,121,0,112,1,1,"Centro",1,1,1,1125,"1"
8778556,2,16715,1,1,1,1,1,91,1,26,1,1,"Este",6,1,3,1125,"1"
7056328,3,16596,1,1,1,1,3,29,1,2,1,1,"Teatinos-Universidad",2,2,5,399,"5"
8787291,2,16716,0.99,1,1,1,1,110,0,45,1,1,"Este",1,1,1,1125,"1"
8810935,3,15408,1,1,1,1,2,97,1,2,1,1,"Palma-Palmilla",6,1,3,130,"1"
7080485,4,15810,1,3,0,2,2,145,0,2,1,1,"Centro",1,1,4,1125,"1"
7156349,2,16620,1,1,1,1.5,1,73,0,1,1,1,"Centro",6,1,2,1125,"1"
8834839,6,16232,1,2,0,2,4,386,1,9,1,1,"Este",8,1,5,1125,"1"
8834978,4,16719,1,2,1,1,4,104,0,1,1,0,"Este",8,1,7,21,"2"
7157310,6,15938,1,1,1,2,6,161,1,4,1,1,"Carretera de Cadiz",1,1,25,600,"1"
7184015,4,16145,1,1,1,1.5,1,109,1,5,1,1,"Centro",7,1,3,1125,"1"
7314040,4,16628,1,3,1,2,2,98,0,1,1,1,"Centro",1,1,2,1125,"1"
8918230,6,16723,1,1,1,1,6,190,1,2,1,1,"Centro",1,1,3,1125,"1"
7320001,3,16629,1,1,1,1,2,85,1,3,1,1,"Este",1,1,4,1124,"1"
8927116,2,16110,1,1,1,1,2,90,0,2,1,1,"Centro",1,1,3,1125,"1"
7321726,4,16629,1,1,1,1,2,81,0,2,1,1,"Centro",6,1,2,1124,"1"
7362073,2,16629,1,1,1,1,1,79,0,2,1,1,"Centro",1,1,2,1124,"1"
7414674,2,16552,1,1,0,1,1,30,0,2,1,1,"Este",5,2,2,1125,"5"
8948412,3,16529,1,1,1,1,2,98,0,1,1,1,"Centro",1,1,3,31,"1"
7417064,2,16634,1,1,1,1,2,49,1,1,1,1,"Centro",1,1,1,1125,"1"
7455321,2,16423,1,1,1,1,1,48,1,2,1,1,"Bailen-Miraflores",1,1,14,55,"1"
8960199,2,16615,1,1,1,1,2,160,1,1,1,1,"Centro",1,1,5,1125,"1"
8970065,2,15930,1,1,1,1,2,30,1,1,1,1,"Centro",2,2,2,7,"5"
7479709,2,15880,1,1,1,1,1,150,0,24,1,1,"Centro",1,1,2,1125,"1"
7503845,4,16508,1,1,1,1,2,68,0,2,1,1,"Centro",1,1,2,60,"1"
8991756,2,16727,1,1,1,1.5,2,26,1,5,1,1,"Carretera de Cadiz",2,2,2,180,"5"
7515329,4,15570,1,1,0,1,2,92,0,52,1,1,"Este",1,1,1,1125,"1"
